High,Low,Open,Close,Volume,Adj Close,date
73.9000015258789,72.72000122070312,72.83999633789062,73.54000091552734,425445.0,71.93244171142578,2020-01-02
73.72000122070312,73.05999755859375,73.23999786376953,73.4000015258789,349528.0,71.79550170898438,2020-01-03
73.33999633789062,72.23999786376953,72.83999633789062,73.33999633789062,359518.0,71.73680877685547,2020-01-06
73.76000213623047,72.62000274658203,73.13999938964844,72.95999908447266,433037.0,71.3651123046875,2020-01-07
72.83999633789062,71.44000244140625,72.22000122070312,72.83999633789062,596918.0,71.24773406982422,2020-01-08
73.77999877929688,72.66000366210938,73.30000305175781,72.81999969482422,495351.0,71.2281723022461,2020-01-09
73.58000183105469,72.30000305175781,73.0,72.41999816894531,522621.0,70.83692169189453,2020-01-10
72.94000244140625,71.94000244140625,72.36000061035156,72.04000091552734,547033.0,70.46522521972656,2020-01-13
72.86000061035156,71.44000244140625,71.94000244140625,72.81999969482422,642556.0,71.2281723022461,2020-01-14
73.0199966430664,72.4800033569336,72.54000091552734,72.55999755859375,473376.0,70.9738540649414,2020-01-15
72.66000366210938,72.05999755859375,72.5,72.37999725341797,506003.0,70.79779052734375,2020-01-16
74.13999938964844,72.66000366210938,72.66000366210938,73.80000305175781,709219.0,72.18675994873047,2020-01-17
73.54000091552734,72.66000366210938,72.83999633789062,73.26000213623047,468454.0,71.65856170654297,2020-01-20
73.0,71.80000305175781,72.94000244140625,72.18000030517578,594269.0,70.60216522216797,2020-01-21
72.9000015258789,71.66000366210938,72.4000015258789,71.87999725341797,682588.0,70.30872344970703,2020-01-22
72.4800033569336,71.37999725341797,71.5,71.94000244140625,742702.0,70.36741638183594,2020-01-23
73.62000274658203,72.31999969482422,72.4000015258789,73.4000015258789,612368.0,71.79550170898438,2020-01-24
73.0999984741211,72.0199966430664,72.54000091552734,72.27999877929688,714630.0,70.69998168945312,2020-01-27
72.86000061035156,71.87999725341797,72.5,72.62000274658203,566770.0,71.03255462646484,2020-01-28
74.63999938964844,72.44000244140625,72.66000366210938,74.4000015258789,729156.0,72.77363586425781,2020-01-29
74.16000366210938,73.26000213623047,73.86000061035156,73.58000183105469,632080.0,71.97156524658203,2020-01-30
74.23999786376953,72.26000213623047,73.83999633789062,72.4000015258789,700624.0,70.8173599243164,2020-01-31
73.33999633789062,72.41999816894531,72.5999984741211,73.23999786376953,481167.0,71.63899230957031,2020-02-03
74.08000183105469,73.22000122070312,73.30000305175781,73.9800033569336,412039.0,72.36282348632812,2020-02-04
74.5,73.23999786376953,73.72000122070312,73.95999908447266,664172.0,72.34325408935547,2020-02-05
74.5199966430664,72.9000015258789,74.19999694824219,73.16000366210938,625040.0,71.56074523925781,2020-02-06
73.68000030517578,72.80000305175781,72.9000015258789,73.23999786376953,376259.0,71.63899230957031,2020-02-07
73.63999938964844,72.91999816894531,73.18000030517578,73.41999816894531,359573.0,71.81505584716797,2020-02-10
